content,source,cleaned,t,sentiment_score,sentiment,tokens,joined,topik
"Kenapa saya tidak bisa login di apk ini, saya sudah klik lupa pasword dan sudah saya masukkan no npwp, efin dan kode keamanan setelah submit malah di suruh ngisi ulang 😡",playstore,kenapa saya tidak bisa login di apk ini saya sudah klik lupa pasword dan sudah saya masukkan no npwp efin dan kode keamanan setelah submit malah di suruh ngisi ulang,"['kenapa', 'saya', 'tidak', 'bisa', 'login', 'di', 'apk', 'ini', 'saya', 'sudah', 'klik', 'lupa', 'pasword', 'dan', 'sudah', 'saya', 'masukkan', 'no', 'npwp', 'efin', 'dan', 'kode', 'keamanan', 'setelah', 'submit', 'malah', 'di', 'suruh', 'ngisi', 'ulang']",-122,negative,"['login', 'apk', 'klik', 'lupa', 'pasword', 'masukkan', 'npwp', 'efin', 'kode', 'keamanan', 'submit', 'suruh', 'ngisi', 'ulang']",login apk klik lupa pasword masukkan npwp efin kode keamanan submit suruh ngisi ulang,Topik 1 - Error/Aplikasi
Mau proses pengajuan efin karna lupantp tidak bisa dikarenakan pas mau foto aplikasi langgung keluar sendiri,playstore,mau proses pengajuan efin karna lupantp tidak bisa dikarenakan pas mau foto aplikasi langgung keluar sendiri,"['mau', 'proses', 'pengajuan', 'efin', 'karena', 'lupantp', 'tidak', 'bisa', 'dikarenakan', 'pas', 'mau', 'foto', 'aplikasi', 'langgung', 'keluar', 'sendiri']",-31,negative,"['proses', 'pengajuan', 'efin', 'karna', 'lupantp', 'pas', 'foto', 'aplikasi', 'langgung']",proses pengajuan efin karna lupantp pas foto aplikasi langgung,Topik 1 - Error/Aplikasi
"Pengajuan lupa efin error terus, ini gmn sih punya pemerintah biaya aplikasi guedeee tp erorr",playstore,pengajuan lupa efin error terus ini gmn sih punya pemerintah biaya aplikasi guedeee tp erorr,"['pengajuan', 'lupa', 'efin', 'error', 'terus', 'ini', 'bagaimana', 'sih', 'punya', 'pemerintah', 'biaya', 'aplikasi', 'guedeee', 'tapi', 'erorr']",-51,negative,"['pengajuan', 'lupa', 'efin', 'error', 'gmn', 'sih', 'pemerintah', 'biaya', 'aplikasi', 'guedeee', 'erorr']",pengajuan lupa efin error gmn sih pemerintah biaya aplikasi guedeee erorr,Topik 1 - Error/Aplikasi
"error data nik gk ditemukan, gimana ceritanya ini",playstore,error data nik gk ditemukan gimana ceritanya ini,"['error', 'data', 'nik', 'tidak', 'ditemukan', 'bagaimana', 'ceritanya', 'ini']",-28,negative,"['error', 'data', 'nik', 'ditemukan', 'gimana', 'ceritanya']",error data nik ditemukan gimana ceritanya,Topik 1 - Error/Aplikasi
"Aplikasi ga guna, baru di instal udah error, muncul notif update pula",playstore,aplikasi ga guna baru di instal udah error muncul notif update pula,"['aplikasi', 'tidak', 'guna', 'baru', 'di', 'instal', 'sudah', 'error', 'muncul', 'notif', 'update', 'pula']",-66,negative,"['aplikasi', 'instal', 'udah', 'error', 'muncul', 'notif', 'update']",aplikasi instal udah error muncul notif update,Topik 1 - Error/Aplikasi
Error mulu.. Hadehh,playstore,error mulu hadehh,"['error', 'mulu', 'hadehh']",-18,negative,"['error', 'mulu', 'hadehh']",error mulu hadehh,Topik 1 - Error/Aplikasi
"Sekitar 1 tahun yang lewat ini aplikasi ini bagus dan baik saja digunakan, makin sekarang dan makin di upgrade kok malah rawan erorr. Padahal nomor NPWP dan kata sandi / password sudah pas dan juga sudah bolak balik diganti waktu sewaktu mau login buat laporan SPT. Chat dari WhatsApp bolak balik masuk terus, sementara dari link dan aplikasi tidak bisa login. Aneh memang aneh.",playstore,sekitar  tahun yang lewat ini aplikasi ini bagus dan baik saja digunakan makin sekarang dan makin di upgrade kok malah rawan erorr padahal nomor npwp dan kata sandi  password sudah pas dan juga sudah bolak balik diganti waktu sewaktu mau login buat laporan spt chat dari whatsapp bolak balik masuk terus sementara dari link dan aplikasi tidak bisa login aneh memang aneh,"['sekitar', '1', 'tahun', 'yang', 'lewat', 'ini', 'aplikasi', 'ini', 'bagus', 'dan', 'baik', 'saja', 'digunakan', 'makin', 'sekarang', 'dan', 'makin', 'di', 'upgrade', 'kok', 'malah', 'rawan', 'erorr', 'padahal', 'nomor', 'npwp', 'dan', 'kata', 'sandi', 'password', 'sudah', 'pas', 'dan', 'juga', 'sudah', 'bolak', 'balik', 'diganti', 'waktu', 'sewaktu', 'mau', 'login', 'buat', 'laporan', 'seperti', 'chat', 'dari', 'whatsapp', 'bolak', 'balik', 'masuk', 'terus', 'sementara', 'dari', 'link', 'dan', 'aplikasi', 'tidak', 'bisa', 'login', 'aneh', 'memang', 'aneh']",-157,negative,"['aplikasi', 'bagus', 'upgrade', 'rawan', 'erorr', 'nomor', 'npwp', 'sandi', 'password', 'pas', 'bolak', 'diganti', 'login', 'laporan', 'spt', 'chat', 'whatsapp', 'bolak', 'masuk', 'link', 'aplikasi', 'login', 'aneh', 'aneh']",aplikasi bagus upgrade rawan erorr nomor npwp sandi password pas bolak diganti login laporan spt chat whatsapp bolak masuk link aplikasi login aneh aneh,Topik 1 - Error/Aplikasi
"abis update malah makin lemot, erorr, mau bikin billing buat bayar pajak kagak bisa2, atau GA PERLU BAYAR PAJAK AJA ATO GIMANA NIIH... GW MALAH SENENG...😌",playstore,abis update malah makin lemot erorr mau bikin billing buat bayar pajak kagak bisa atau ga perlu bayar pajak aja ato gimana niih gw malah seneng,"['habis', 'update', 'malah', 'makin', 'lemot', 'erorr', 'mau', 'bikin', 'billing', 'buat', 'bayar', 'pajak', 'kagak', 'bisa2', 'atau', 'tidak', 'perlu', 'bayar', 'pajak', 'saja', 'atau', 'bagaimana', 'nih', 'gue', 'malah', 'senang']",-83,negative,"['abis', 'update', 'lemot', 'erorr', 'bikin', 'billing', 'bayar', 'pajak', 'kagak', 'bayar', 'pajak', 'aja', 'ato', 'gimana', 'niih', 'seneng']",abis update lemot erorr bikin billing bayar pajak kagak bayar pajak aja ato gimana niih seneng,Topik 1 - Error/Aplikasi
Ini error ga bisa masuk mohon perbaiki,playstore,ini error ga bisa masuk mohon perbaiki,"['ini', 'error', 'tidak', 'bisa', 'masuk', 'mohon', 'perbaiki']",-50,negative,"['error', 'masuk', 'mohon', 'perbaiki']",error masuk mohon perbaiki,Topik 1 - Error/Aplikasi
Applikasinya setelah terinstak..selalu error..minta restart..tapi malah ga bisa juga,playstore,applikasinya setelah terinstakselalu errorminta restarttapi malah ga bisa juga,"['applikasinya', 'setelah', 'terinstakselalu', 'errorminta', 'restarttapi', 'malah', 'tidak', 'bisa', 'juga']",-18,negative,"['applikasinya', 'terinstakselalu', 'errorminta', 'restarttapi']",applikasinya terinstakselalu errorminta restarttapi,Topik 1 - Error/Aplikasi
Di upgrade malah error... Gimana sih,playstore,di upgrade malah error gimana sih,"['di', 'upgrade', 'malah', 'error', 'bagaimana', 'sih']",-27,negative,"['upgrade', 'error', 'gimana', 'sih']",upgrade error gimana sih,Topik 1 - Error/Aplikasi
Aplikasi lambat dan tidak bisa di buka,playstore,aplikasi lambat dan tidak bisa di buka,"['aplikasi', 'lambat', 'dan', 'tidak', 'bisa', 'di', 'buka']",-48,negative,"['aplikasi', 'lambat', 'buka']",aplikasi lambat buka,Topik 1 - Error/Aplikasi
"bingung, d suruh lapor spt , pas isi data error mulu, nyampe nge WA ngirim surat hadehh..",playstore,bingung d suruh lapor spt  pas isi data error mulu nyampe nge wa ngirim surat hadehh,"['bingung', 'di', 'suruh', 'lapor', 'seperti', 'pas', 'isi', 'data', 'error', 'mulu', 'sampai', 'nge', 'wa', 'mengirim', 'surat', 'hadehh']",-39,negative,"['bingung', 'suruh', 'lapor', 'spt', 'pas', 'isi', 'data', 'error', 'mulu', 'nyampe', 'nge', 'ngirim', 'surat', 'hadehh']",bingung suruh lapor spt pas isi data error mulu nyampe nge ngirim surat hadehh,Topik 1 - Error/Aplikasi
NIK/NPWP Login kurang 1 digit. Jadinya gak bisa masuk error karena jumlah angka kurang 1,playstore,niknpwp login kurang  digit jadinya gak bisa masuk error karena jumlah angka kurang,"['niknpwp', 'login', 'kurang', '1', 'digit', 'jadinya', 'tidak', 'bisa', 'masuk', 'error', 'karena', 'jumlah', 'angka', 'kurang', '1']",-51,negative,"['niknpwp', 'login', 'digit', 'gak', 'masuk', 'error', 'angka']",niknpwp login digit gak masuk error angka,Topik 1 - Error/Aplikasi
Tidak bisa minta kode effin padahal data udh sesuai,playstore,tidak bisa minta kode effin padahal data udh sesuai,"['tidak', 'bisa', 'meminta', 'kode', 'effin', 'padahal', 'data', 'sudah', 'sesuai']",-29,negative,"['kode', 'effin', 'data', 'udh', 'sesuai']",kode effin data udh sesuai,Topik 1 - Error/Aplikasi
setelah update malah error terus.. segera perbaiki!,playstore,setelah update malah error terus segera perbaiki,"['setelah', 'update', 'malah', 'error', 'terus', 'segera', 'perbaiki']",-48,negative,"['update', 'error', 'perbaiki']",update error perbaiki,Topik 1 - Error/Aplikasi
error melulu tiap kali buka aplk nya....ga bener pilih vendor aplikasi nya......lemah....ga profesional.....kalah sama aplikasi ojol,playstore,error melulu tiap kali buka aplk nyaga bener pilih vendor aplikasi nyalemahga profesionalkalah sama aplikasi ojol,"['error', 'melulu', 'tiap', 'kali', 'buka', 'aplk', 'nyaga', 'benar', 'pilih', 'vendor', 'aplikasi', 'nyalemahga', 'profesionalkalah', 'sama', 'aplikasi', 'ojol']",-53,negative,"['error', 'melulu', 'kali', 'buka', 'aplk', 'nyaga', 'bener', 'pilih', 'vendor', 'aplikasi', 'nyalemahga', 'profesionalkalah', 'aplikasi', 'ojol']",error melulu kali buka aplk nyaga bener pilih vendor aplikasi nyalemahga profesionalkalah aplikasi ojol,Topik 1 - Error/Aplikasi
"Mau bayar pajak bulanan, jenis pajak dan jenis setoran tidak bisa di akses tolong diperbaiki.",playstore,mau bayar pajak bulanan jenis pajak dan jenis setoran tidak bisa di akses tolong diperbaiki,"['mau', 'bayar', 'pajak', 'bulanan', 'jenis', 'pajak', 'dan', 'jenis', 'setoran', 'tidak', 'bisa', 'di', 'akses', 'tolong', 'diperbaiki']",-40,negative,"['bayar', 'pajak', 'bulanan', 'jenis', 'pajak', 'jenis', 'setoran', 'akses', 'tolong', 'diperbaiki']",bayar pajak bulanan jenis pajak jenis setoran akses tolong diperbaiki,Topik 1 - Error/Aplikasi
Tiap login selalu fatal error g jelas banget,playstore,tiap login selalu fatal error g jelas banget,"['tiap', 'login', 'selalu', 'fatal', 'error', 'tidak', 'jelas', 'banget']",-35,negative,"['login', 'fatal', 'error', 'banget']",login fatal error banget,Topik 1 - Error/Aplikasi
"Ketika aplikasi sudah terinstal dan dijalankan muncul sebuah pesan ""unexpected error occured"", dan meminta restart, dan begitu terus ketika sudah direstart apknya. Bantu dunk",playstore,ketika aplikasi sudah terinstal dan dijalankan muncul sebuah pesan unexpected error occured dan meminta restart dan begitu terus ketika sudah direstart apknya bantu dunk,"['ketika', 'aplikasi', 'sudah', 'terinstal', 'dan', 'dijalankan', 'muncul', 'sebuah', 'pesan', 'unexpected', 'error', 'occured', 'dan', 'meminta', 'restart', 'dan', 'begitu', 'terus', 'ketika', 'sudah', 'direstart', 'apknya', 'bantu', 'dong']",-54,negative,"['aplikasi', 'terinstal', 'dijalankan', 'muncul', 'pesan', 'unexpected', 'error', 'occured', 'restart', 'direstart', 'apknya', 'bantu', 'dunk']",aplikasi terinstal dijalankan muncul pesan unexpected error occured restart direstart apknya bantu dunk,Topik 1 - Error/Aplikasi
"Ini aplikasi gmn sih, mau login aja error mulu, padahal udh punya akun tp mau masuk aja gk bisa bisa 👎",playstore,ini aplikasi gmn sih mau login aja error mulu padahal udh punya akun tp mau masuk aja gk bisa bisa,"['ini', 'aplikasi', 'bagaimana', 'sih', 'mau', 'login', 'saja', 'error', 'mulu', 'padahal', 'sudah', 'punya', 'akun', 'tapi', 'mau', 'masuk', 'saja', 'tidak', 'bisa', 'bisa']",-89,negative,"['aplikasi', 'gmn', 'sih', 'login', 'aja', 'error', 'mulu', 'udh', 'akun', 'masuk', 'aja']",aplikasi gmn sih login aja error mulu udh akun masuk aja,Topik 1 - Error/Aplikasi
"Waktu login error terus,, padahal nomor dan password nya udah bener,, heran,, tapi kalau masuk di website bisa login,, cuman di apk ini aja ga bisa..",playstore,waktu login error terus padahal nomor dan password nya udah bener heran tapi kalau masuk di website bisa login cuman di apk ini aja ga bisa,"['waktu', 'login', 'error', 'terus', 'padahal', 'nomor', 'dan', 'password', 'ya', 'sudah', 'benar', 'heran', 'tapi', 'kalau', 'masuk', 'di', 'website', 'bisa', 'login', 'cuman', 'di', 'apk', 'ini', 'saja', 'tidak', 'bisa']",-127,negative,"['login', 'error', 'nomor', 'password', 'nya', 'udah', 'bener', 'heran', 'masuk', 'website', 'login', 'cuman', 'apk', 'aja']",login error nomor password nya udah bener heran masuk website login cuman apk aja,Topik 1 - Error/Aplikasi
"Aplikasi sampah, buat login aja susah",playstore,aplikasi sampah buat login aja susah,"['aplikasi', 'sampah', 'buat', 'login', 'saja', 'susah']",-29,negative,"['aplikasi', 'sampah', 'login', 'aja', 'susah']",aplikasi sampah login aja susah,Topik 1 - Error/Aplikasi
pajak udah di bayar server malahan lemot parah dasa !,playstore,pajak udah di bayar server malahan lemot parah dasa,"['pajak', 'sudah', 'di', 'bayar', 'server', 'malahan', 'lemot', 'parah', 'dasa']",-40,negative,"['pajak', 'udah', 'bayar', 'server', 'lemot', 'parah', 'dasa']",pajak udah bayar server lemot parah dasa,Topik 1 - Error/Aplikasi
"blum apa2 udah app error, pasti bukan w doang yg heran kenapa aplikasi buatan pemerintah yang harusnya bagus malah jadi abal2 begini, pihak pengembang yang serius lah bikin aplikasi besar begini, ini lebih mirip aplikasi yang masih Alpha version.. tingkatkan lagi,nanti kalo udah jelas, baru dirilis ulang!!!!!!",playstore,blum apa udah app error pasti bukan w doang yg heran kenapa aplikasi buatan pemerintah yang harusnya bagus malah jadi abal begini pihak pengembang yang serius lah bikin aplikasi besar begini ini lebih mirip aplikasi yang masih alpha version tingkatkan laginanti kalo udah jelas baru dirilis ulang,"['belum', 'apa-apa', 'sudah', 'app', 'error', 'pasti', 'bukan', 'gue', 'doang', 'yang', 'heran', 'kenapa', 'aplikasi', 'buatan', 'pemerintah', 'yang', 'harusnya', 'bagus', 'malah', 'jadi', 'abal-abal', 'begini', 'pihak', 'pengembang', 'yang', 'serius', 'lah', 'bikin', 'aplikasi', 'besar', 'begini', 'ini', 'lebih', 'mirip', 'aplikasi', 'yang', 'masih', 'alpha', 'version', 'tingkatkan', 'laginanti', 'kalau', 'sudah', 'jelas', 'baru', 'dirilis', 'ulang']",-159,negative,"['blum', 'udah', 'app', 'error', 'doang', 'heran', 'aplikasi', 'buatan', 'pemerintah', 'bagus', 'abal', 'pengembang', 'serius', 'bikin', 'aplikasi', 'aplikasi', 'alpha', 'version', 'tingkatkan', 'laginanti', 'kalo', 'udah', 'dirilis', 'ulang']",blum udah app error doang heran aplikasi buatan pemerintah bagus abal pengembang serius bikin aplikasi aplikasi alpha version tingkatkan laginanti kalo udah dirilis ulang,Topik 1 - Error/Aplikasi
"Aplikasi Tidak Bisa Login,Di Chrome Bisa...Bisa Buat Aplikasi Tidak",playstore,aplikasi tidak bisa logindi chrome bisabisa buat aplikasi tidak,"['aplikasi', 'tidak', 'bisa', 'logindi', 'chrome', 'bisabisa', 'buat', 'aplikasi', 'tidak']",-44,negative,"['aplikasi', 'logindi', 'chrome', 'bisabisa', 'aplikasi']",aplikasi logindi chrome bisabisa aplikasi,Topik 1 - Error/Aplikasi
"Sangat sangat 👎, tidak bisa di akses",playstore,sangat sangat  tidak bisa di akses,"['sangat', 'sangat', 'tidak', 'bisa', 'di', 'akses']",-35,negative,['akses'],akses,Topik 1 - Error/Aplikasi
mulai kemarin error terus,playstore,mulai kemarin error terus,"['mulai', 'kemarin', 'error', 'terus']",-17,negative,"['kemarin', 'error']",kemarin error,Topik 1 - Error/Aplikasi
Tidak bisa mengklik jenis pajak saat membuat kode billing,playstore,tidak bisa mengklik jenis pajak saat membuat kode billing,"['tidak', 'bisa', 'mengklik', 'jenis', 'pajak', 'saat', 'membuat', 'kode', 'billing']",-29,negative,"['mengklik', 'jenis', 'pajak', 'kode', 'billing']",mengklik jenis pajak kode billing,Topik 1 - Error/Aplikasi
Mau isi SPT kok susah banget...data sudah di isi pas akhir gagal melulu...banyak bner alasannya....knapa ga di permudah SJ buat pelaporannya...rumit...itu jg lewat web...lewat aplikasi error' tp mlulu...gimana mau jalan perpajakan..klo mau lapor SJ sudah susah,playstore,mau isi spt kok susah bangetdata sudah di isi pas akhir gagal melulubanyak bner alasannyaknapa ga di permudah sj buat pelaporannyarumititu jg lewat weblewat aplikasi error tp mlulugimana mau jalan perpajakanklo mau lapor sj sudah susah,"['mau', 'isi', 'seperti', 'kok', 'susah', 'bangetdata', 'sudah', 'di', 'isi', 'pas', 'akhir', 'gagal', 'melulubanyak', 'benar', 'alasannyaknapa', 'tidak', 'di', 'permudah', 'saja', 'buat', 'pelaporannyarumititu', 'juga', 'lewat', 'weblewat', 'aplikasi', 'error', 'tapi', 'mlulugimana', 'mau', 'jalan', 'perpajakanklo', 'mau', 'lapor', 'saja', 'sudah', 'susah']",-120,negative,"['isi', 'spt', 'susah', 'bangetdata', 'isi', 'pas', 'gagal', 'melulubanyak', 'bner', 'alasannyaknapa', 'permudah', 'pelaporannyarumititu', 'weblewat', 'aplikasi', 'error', 'mlulugimana', 'jalan', 'perpajakanklo', 'lapor', 'susah']",isi spt susah bangetdata isi pas gagal melulubanyak bner alasannyaknapa permudah pelaporannyarumititu weblewat aplikasi error mlulugimana jalan perpajakanklo lapor susah,Topik 1 - Error/Aplikasi
Tidak bisa di pakai utk lapor pajak aplikasinya. Minta restart trs,playstore,tidak bisa di pakai utk lapor pajak aplikasinya minta restart trs,"['tidak', 'bisa', 'di', 'pakai', 'untuk', 'lapor', 'pajak', 'aplikasinya', 'meminta', 'restart', 'terus']",-44,negative,"['pakai', 'utk', 'lapor', 'pajak', 'aplikasinya', 'restart', 'trs']",pakai utk lapor pajak aplikasinya restart trs,Topik 1 - Error/Aplikasi
"Ribet tetep aja ujung2nya harus kecabang buat minta efin hanya untuk sekedar login saja,ngakunya terintergrasi dengan nik tapi tetap sampah",playstore,ribet tetep aja ujungnya harus kecabang buat minta efin hanya untuk sekedar login sajangakunya terintergrasi dengan nik tapi tetap sampah,"['ribet', 'tetap', 'saja', 'ujung2nya', 'harus', 'kecabang', 'buat', 'meminta', 'efin', 'hanya', 'untuk', 'sekedar', 'login', 'sajangakunya', 'terintergrasi', 'dengan', 'nik', 'tapi', 'tetap', 'sampah']",-39,negative,"['ribet', 'tetep', 'aja', 'ujungnya', 'kecabang', 'efin', 'sekedar', 'login', 'sajangakunya', 'terintergrasi', 'nik', 'sampah']",ribet tetep aja ujungnya kecabang efin sekedar login sajangakunya terintergrasi nik sampah,Topik 1 - Error/Aplikasi
error,playstore,error,['error'],-9,negative,['error'],error,Topik 1 - Error/Aplikasi
"Aplikasi gak jelas... EFIN EFIN apaan lah Mending kalo mudah buat dapetinnya lagi ini mah prosedurnya repot... Ga bisa bikin sistem gaya""an mau secara online.. SAMPAHHHH",playstore,aplikasi gak jelas efin efin apaan lah mending kalo mudah buat dapetinnya lagi ini mah prosedurnya repot ga bisa bikin sistem gayaan mau secara online sampahhhh,"['aplikasi', 'tidak', 'jelas', 'efin', 'efin', 'apaan', 'lah', 'mending', 'kalau', 'mudah', 'buat', 'dapetinnya', 'lagi', 'ini', 'mah', 'prosedurnya', 'repot', 'tidak', 'bisa', 'bikin', 'sistem', 'gayaan', 'mau', 'secara', 'online', 'sampahhhh']",-69,negative,"['aplikasi', 'gak', 'efin', 'efin', 'mending', 'kalo', 'mudah', 'dapetinnya', 'mah', 'prosedurnya', 'repot', 'bikin', 'sistem', 'gayaan', 'online', 'sampahhhh']",aplikasi gak efin efin mending kalo mudah dapetinnya mah prosedurnya repot bikin sistem gayaan online sampahhhh,Topik 1 - Error/Aplikasi
Gini amat aplikasi bug sana sini,playstore,gini amat aplikasi bug sana sini,"['begini', 'amat', 'aplikasi', 'bug', 'sana', 'sini']",-23,negative,"['gini', 'aplikasi', 'bug']",gini aplikasi bug,Topik 1 - Error/Aplikasi
GK jelas pdhl lupa password sama efin pngn rubah Kya nya ribet amat udh ikutin semua step malah error' di ending nya padahal udh sesuai klo gini jdi males bayar pajak heran mau lapor juga ribet gbs ubah password,playstore,gk jelas pdhl lupa password sama efin pngn rubah kya nya ribet amat udh ikutin semua step malah error di ending nya padahal udh sesuai klo gini jdi males bayar pajak heran mau lapor juga ribet gbs ubah password,"['tidak', 'jelas', 'padahal', 'lupa', 'password', 'sama', 'efin', 'pengin', 'rubah', 'kaya', 'ya', 'ribet', 'amat', 'sudah', 'mengikuti', 'semua', 'step', 'malah', 'error', 'di', 'ending', 'ya', 'padahal', 'sudah', 'sesuai', 'kalau', 'begini', 'jadi', 'malas', 'bayar', 'pajak', 'heran', 'mau', 'lapor', 'juga', 'ribet', 'tidak bisa', 'ubah', 'password']",-129,negative,"['pdhl', 'lupa', 'password', 'efin', 'pngn', 'rubah', 'kya', 'nya', 'ribet', 'udh', 'ikutin', 'step', 'error', 'ending', 'nya', 'udh', 'sesuai', 'klo', 'gini', 'jdi', 'males', 'bayar', 'pajak', 'heran', 'lapor', 'ribet', 'gbs', 'ubah', 'password']",pdhl lupa password efin pngn rubah kya nya ribet udh ikutin step error ending nya udh sesuai klo gini jdi males bayar pajak heran lapor ribet gbs ubah password,Topik 1 - Error/Aplikasi
Lemot sekali bisa di perbaiki tidak kalau tidak hapus saja aplikasi ini !!,playstore,lemot sekali bisa di perbaiki tidak kalau tidak hapus saja aplikasi ini,"['lemot', 'sekali', 'bisa', 'di', 'perbaiki', 'tidak', 'kalau', 'tidak', 'hapus', 'saja', 'aplikasi', 'ini']",-76,negative,"['lemot', 'perbaiki', 'hapus', 'aplikasi']",lemot perbaiki hapus aplikasi,Topik 1 - Error/Aplikasi
"Aplikasi kurang cerdas,saya sudah terdaftar di djp dan sudah sukses,namun setiap mau login di app djp ini sllu aja tertulis npwp/psword salah /errorr.padahal login di web djp lancar2 saja. Gak beres ini aplikasi tolong diperbaiki biar memudah kan costomer mu lg. Saya unistal saja dah.",playstore,aplikasi kurang cerdassaya sudah terdaftar di djp dan sudah suksesnamun setiap mau login di app djp ini sllu aja tertulis npwppsword salah errorrpadahal login di web djp lancar saja gak beres ini aplikasi tolong diperbaiki biar memudah kan costomer mu lg saya unistal saja dah,"['aplikasi', 'kurang', 'cerdassaya', 'sudah', 'terdaftar', 'di', 'djp', 'dan', 'sudah', 'suksesnamun', 'setiap', 'mau', 'login', 'di', 'app', 'djp', 'ini', 'selalu', 'saja', 'tertulis', 'npwppsword', 'salah', 'errorrpadahal', 'login', 'di', 'web', 'djp', 'lancar2', 'saja', 'tidak', 'beres', 'ini', 'aplikasi', 'tolong', 'diperbaiki', 'biar', 'memudah', 'kan', 'costomer', 'mu', 'lagi', 'saya', 'unistal', 'saja', 'sudah']",-132,negative,"['aplikasi', 'cerdassaya', 'terdaftar', 'djp', 'suksesnamun', 'login', 'app', 'djp', 'sllu', 'aja', 'tertulis', 'npwppsword', 'salah', 'errorrpadahal', 'login', 'web', 'djp', 'lancar', 'gak', 'beres', 'aplikasi', 'tolong', 'diperbaiki', 'biar', 'memudah', 'costomer', 'unistal', 'dah']",aplikasi cerdassaya terdaftar djp suksesnamun login app djp sllu aja tertulis npwppsword salah errorrpadahal login web djp lancar gak beres aplikasi tolong diperbaiki biar memudah costomer unistal dah,Topik 1 - Error/Aplikasi
APLIKASI SAMPAH KAGA BISA DI KLIK DIEM DI LOGIN,playstore,aplikasi sampah kaga bisa di klik diem di login,"['aplikasi', 'sampah', 'kagak', 'bisa', 'di', 'klik', 'diam', 'di', 'login']",-51,negative,"['aplikasi', 'sampah', 'kaga', 'klik', 'diem', 'login']",aplikasi sampah kaga klik diem login,Topik 1 - Error/Aplikasi
"Sangat buruk sekali saya mau daftar sudah di bagian verivikasi tidak bisa di klik sama sekali,tolong perbaiki sistem nya",playstore,sangat buruk sekali saya mau daftar sudah di bagian verivikasi tidak bisa di klik sama sekalitolong perbaiki sistem nya,"['sangat', 'buruk', 'sekali', 'saya', 'mau', 'daftar', 'sudah', 'di', 'bagian', 'verivikasi', 'tidak', 'bisa', 'di', 'klik', 'sama', 'sekalitolong', 'perbaiki', 'sistem', 'ya']",-98,negative,"['buruk', 'daftar', 'verivikasi', 'klik', 'sekalitolong', 'perbaiki', 'sistem', 'nya']",buruk daftar verivikasi klik sekalitolong perbaiki sistem nya,Topik 1 - Error/Aplikasi
crash dan bug mulu dah,playstore,crash dan bug mulu dah,"['crash', 'dan', 'bug', 'mulu', 'sudah']",-31,negative,"['crash', 'bug', 'mulu', 'dah']",crash bug mulu dah,Topik 1 - Error/Aplikasi
Mohon maaf aplikasi setiap mau daftar kenapa tidak bisa masuk data sudah di kirim dan benar semua kenapa masih error dan gagal terus verifikasi mohon di benarkan,playstore,mohon maaf aplikasi setiap mau daftar kenapa tidak bisa masuk data sudah di kirim dan benar semua kenapa masih error dan gagal terus verifikasi mohon di benarkan,"['mohon', 'maaf', 'aplikasi', 'setiap', 'mau', 'daftar', 'kenapa', 'tidak', 'bisa', 'masuk', 'data', 'sudah', 'di', 'kirim', 'dan', 'benar', 'semua', 'kenapa', 'masih', 'error', 'dan', 'gagal', 'terus', 'verifikasi', 'mohon', 'di', 'benarkan']",-135,negative,"['mohon', 'maaf', 'aplikasi', 'daftar', 'masuk', 'data', 'kirim', 'error', 'gagal', 'verifikasi', 'mohon', 'benarkan']",mohon maaf aplikasi daftar masuk data kirim error gagal verifikasi mohon benarkan,Topik 1 - Error/Aplikasi
"Tolong diperbaiki, susah banget untuk login. Padahal sandi sudah bener tapi tidak bisa login. Mau atur ulang sandi tapi ribet nya minta ampun. Yang serius dong !",playstore,tolong diperbaiki susah banget untuk login padahal sandi sudah bener tapi tidak bisa login mau atur ulang sandi tapi ribet nya minta ampun yang serius dong,"['tolong', 'diperbaiki', 'susah', 'banget', 'untuk', 'login', 'padahal', 'sandi', 'sudah', 'benar', 'tapi', 'tidak', 'bisa', 'login', 'mau', 'atur', 'ulang', 'sandi', 'tapi', 'ribet', 'ya', 'meminta', 'ampun', 'yang', 'serius', 'dong']",-100,negative,"['tolong', 'diperbaiki', 'susah', 'banget', 'login', 'sandi', 'bener', 'login', 'atur', 'ulang', 'sandi', 'ribet', 'nya', 'ampun', 'serius']",tolong diperbaiki susah banget login sandi bener login atur ulang sandi ribet nya ampun serius,Topik 1 - Error/Aplikasi
"Salah satu aplikasi dari pemerintah yang sampah, sangat mepersulit....dana terus aja di korupsi buat aplikasi masyarat juga",playstore,salah satu aplikasi dari pemerintah yang sampah sangat mepersulitdana terus aja di korupsi buat aplikasi masyarat juga,"['salah', 'satu', 'aplikasi', 'dari', 'pemerintah', 'yang', 'sampah', 'sangat', 'mepersulitdana', 'terus', 'saja', 'di', 'korupsi', 'buat', 'aplikasi', 'masyarat', 'juga']",-60,negative,"['salah', 'aplikasi', 'pemerintah', 'sampah', 'mepersulitdana', 'aja', 'korupsi', 'aplikasi', 'masyarat']",salah aplikasi pemerintah sampah mepersulitdana aja korupsi aplikasi masyarat,Topik 1 - Error/Aplikasi
