content,source,cleaned,t,sentiment_score,sentiment,tokens,joined,topik
"yag di tambahkan ppn kan di barang/product-nya kan ya, bakso dan kopi berarti awal-nya bukan harga 25.000. melainkan 22.325 + 12% ya?",instagram,yag di tambahkan ppn kan di barangproductnya kan ya bakso dan kopi berarti awalnya bukan harga  melainkan    ya,"['yag', 'di', 'tambahkan', 'ppn', 'kan', 'di', 'barangproductnya', 'kan', 'ya', 'bakso', 'dan', 'kopi', 'berarti', 'awalnya', 'bukan', 'harga', '25000', 'melainkan', '22325', '12', 'ya']",-53,negative,"['yag', 'tambahkan', 'ppn', 'barangproductnya', 'bakso', 'kopi', 'harga']",yag tambahkan ppn barangproductnya bakso kopi harga,Topik 3 - Lapor Pajak/SPT
"75 jt WP ada di negara ini ,tapi yg lapor hanya 15 JT WP, lalu kalian ngapain aja?",instagram,jt wp ada di negara ini tapi yg lapor hanya  jt wp lalu kalian ngapain aja,"['75', 'juta', 'wp', 'ada', 'di', 'negara', 'ini', 'tapi', 'yang', 'lapor', 'hanya', '15', 'juta', 'wp', 'lalu', 'kalian', 'mengapai', 'saja']",-25,negative,"['negara', 'lapor', 'ngapain', 'aja']",negara lapor ngapain aja,Topik 3 - Lapor Pajak/SPT
"Bisa gak sih sehari servernya gak eror, lapor pph sewa server eror. Apa gk pernah dimaintain",instagram,bisa gak sih sehari servernya gak eror lapor pph sewa server eror apa gk pernah dimaintain,"['bisa', 'tidak', 'sih', 'sehari', 'servernya', 'tidak', 'eror', 'lapor', 'pph', 'sewa', 'server', 'eror', 'apa', 'tidak', 'pernah', 'dimaintain']",-57,negative,"['gak', 'sih', 'sehari', 'servernya', 'gak', 'eror', 'lapor', 'pph', 'sewa', 'server', 'eror', 'dimaintain']",gak sih sehari servernya gak eror lapor pph sewa server eror dimaintain,Topik 3 - Lapor Pajak/SPT
"Mimin, sy ga bs upload foto di Coretax, apa krena warna rambut?? Di KTP, rambut msih hitam, bbrpa tahun kmudian, beruban, putih, itu pengaruh ga bs di upload foto selfie nya. Foto sendiri, tp kamera Coretax jg ga nyala. Mau bikin Faktur Pjk. Tolong ksih solusi, asal jgn suruh sy cat rambut hitam  ada Ibu yg meninggal kecapean antri gas 3 kg. Jgn ampe karyawan swasta bag Pajak, kena mental, stress. Ditanggung BPJS ga?",instagram,mimin sy ga bs upload foto di coretax apa krena warna rambut di ktp rambut msih hitam bbrpa tahun kmudian beruban putih itu pengaruh ga bs di upload foto selfie nya foto sendiri tp kamera coretax jg ga nyala mau bikin faktur pjk tolong ksih solusi asal jgn suruh sy cat rambut hitam  ada ibu yg meninggal kecapean antri gas  kg jgn ampe karyawan swasta bag pajak kena mental stress ditanggung bpjs ga,"['admin', 'saya', 'tidak', 'bisa', 'upload', 'foto', 'di', 'coretax', 'apa', 'karena', 'warna', 'rambut', 'di', 'ktp', 'rambut', 'masih', 'hitam', 'beberapa', 'tahun', 'kmudian', 'beruban', 'putih', 'itu', 'pengaruh', 'tidak', 'bisa', 'di', 'upload', 'foto', 'selfie', 'ya', 'foto', 'sendiri', 'tapi', 'kamera', 'coretax', 'juga', 'tidak', 'nyala', 'mau', 'bikin', 'faktur', 'pjk', 'tolong', 'kasih', 'solusi', 'asal', 'jangan', 'suruh', 'saya', 'cat', 'rambut', 'hitam', 'ada', 'ibu', 'yang', 'meninggal', 'kecapean', 'antri', 'gas', '3', 'kg', 'jangan', 'sampai', 'karyawan', 'swasta', 'bag', 'pajak', 'kena', 'mental', 'stres', 'ditanggung', 'bpjs', 'tidak']",-172,negative,"['mimin', 'upload', 'foto', 'coretax', 'krena', 'warna', 'rambut', 'ktp', 'rambut', 'msih', 'hitam', 'bbrpa', 'kmudian', 'beruban', 'putih', 'pengaruh', 'upload', 'foto', 'selfie', 'nya', 'foto', 'kamera', 'coretax', 'nyala', 'bikin', 'faktur', 'pjk', 'tolong', 'ksih', 'solusi', 'jgn', 'suruh', 'cat', 'rambut', 'hitam', 'meninggal', 'kecapean', 'antri', 'gas', 'jgn', 'ampe', 'karyawan', 'swasta', 'bag', 'pajak', 'kena', 'mental', 'stress', 'ditanggung', 'bpjs']",mimin upload foto coretax krena warna rambut ktp rambut msih hitam bbrpa kmudian beruban putih pengaruh upload foto selfie nya foto kamera coretax nyala bikin faktur pjk tolong ksih solusi jgn suruh cat rambut hitam meninggal kecapean antri gas jgn ampe karyawan swasta bag pajak kena mental stress ditanggung bpjs,Topik 3 - Lapor Pajak/SPT
"Pak, upload faktur save invalid teruss  diupload ulang tetap save invalid, gimnaa solusinya?",instagram,pak upload faktur save invalid teruss  diupload ulang tetap save invalid gimnaa solusinya,"['pak', 'upload', 'faktur', 'save', 'invalid', 'terus', 'diupload', 'ulang', 'tetap', 'save', 'invalid', 'gimnaa', 'solusinya']",-13,negative,"['upload', 'faktur', 'save', 'invalid', 'teruss', 'diupload', 'ulang', 'save', 'invalid', 'gimnaa', 'solusinya']",upload faktur save invalid teruss diupload ulang save invalid gimnaa solusinya,Topik 3 - Lapor Pajak/SPT
Astogeee dari td bikin faktur pajak ga bisa bisa,instagram,astogeee dari td bikin faktur pajak ga bisa bisa,"['astogeee', 'dari', 'tadi', 'bikin', 'faktur', 'pajak', 'tidak', 'bisa', 'bisa']",-48,negative,"['astogeee', 'bikin', 'faktur', 'pajak']",astogeee bikin faktur pajak,Topik 3 - Lapor Pajak/SPT
"Fokus urus coretax min. Seharian kagak bs dibuka web nya. Mepet tgl 10 nih bayar2 PPH. Nanti giliran udah hari H tgl 10 baru bs, baru lancar. Yg ngerjain kebirit2 min. Aelahh",instagram,fokus urus coretax min seharian kagak bs dibuka web nya mepet tgl  nih bayar pph nanti giliran udah hari h tgl  baru bs baru lancar yg ngerjain kebirit min aelahh,"['fokus', 'urus', 'coretax', 'min', 'seharian', 'kagak', 'bisa', 'dibuka', 'web', 'ya', 'mepet', 'tanggal', '10', 'nih', 'bayar2', 'pph', 'nanti', 'giliran', 'sudah', 'hari', 'h', 'tanggal', '10', 'baru', 'bisa', 'baru', 'lancar', 'yang', 'ngerjain', 'kebirit2', 'min', 'aelahh']",-66,negative,"['fokus', 'urus', 'coretax', 'min', 'seharian', 'kagak', 'dibuka', 'web', 'nya', 'mepet', 'tgl', 'nih', 'bayar', 'pph', 'giliran', 'udah', 'tgl', 'lancar', 'ngerjain', 'kebirit', 'min', 'aelahh']",fokus urus coretax min seharian kagak dibuka web nya mepet tgl nih bayar pph giliran udah tgl lancar ngerjain kebirit min aelahh,Topik 3 - Lapor Pajak/SPT
"min izin tnya, kmi kn proses pmriksaan dn ada salah stu transaksi di RK bank kami ad kesalahan penulisan keterangan yang membuat tim pemeriksaan mengakui itu sbgai peneriman AR padahal dana yg msuk merupakan setor tunai dri pemegang sham untuk hutang pemgang saham. Yg mmilki dmpak ad nya indikasi pnjualan yg tdk dilaporkan krn kslahan dlm pnulisan RK bank. Semua bukti yg valid sdh kami lampirkan sbgai contoh: lap spt ppn, lap spt bdan, arus peneriman piutang, lap arus dan setara kas, kartu stok. Mohon bantuannya min cara kami bisa menanggapi dftar temuan tim pemeriksaan trsbut agar bs diterima oleh tim pemeriksaan. Mkish min.",instagram,min izin tnya kmi kn proses pmriksaan dn ada salah stu transaksi di rk bank kami ad kesalahan penulisan keterangan yang membuat tim pemeriksaan mengakui itu sbgai peneriman ar padahal dana yg msuk merupakan setor tunai dri pemegang sham untuk hutang pemgang saham yg mmilki dmpak ad nya indikasi pnjualan yg tdk dilaporkan krn kslahan dlm pnulisan rk bank semua bukti yg valid sdh kami lampirkan sbgai contoh lap spt ppn lap spt bdan arus peneriman piutang lap arus dan setara kas kartu stok mohon bantuannya min cara kami bisa menanggapi dftar temuan tim pemeriksaan trsbut agar bs diterima oleh tim pemeriksaan mkish min,"['min', 'izin', 'tanya', 'kami', 'kan', 'proses', 'pmriksaan', 'dan', 'ada', 'salah', 'satu', 'transaksi', 'di', 'rk', 'bank', 'kami', 'ada', 'kesalahan', 'penulisan', 'keterangan', 'yang', 'membuat', 'tim', 'pemeriksaan', 'mengakui', 'itu', 'sebagai', 'peneriman', 'ar', 'padahal', 'dana', 'yang', 'masuk', 'merupakan', 'setor', 'tunai', 'dari', 'pemegang', 'sham', 'untuk', 'hutang', 'pemgang', 'saham', 'yang', 'mmilki', 'dmpak', 'ada', 'ya', 'indikasi', 'pnjualan', 'yang', 'tidak', 'dilaporkan', 'karena', 'kesalahan', 'dalam', 'pnulisan', 'rk', 'bank', 'semua', 'bukti', 'yang', 'valid', 'sudah', 'kami', 'lampirkan', 'sebagai', 'contoh', 'lap', 'seperti', 'ppn', 'lap', 'seperti', 'badan', 'arus', 'peneriman', 'piutang', 'lap', 'arus', 'dan', 'setara', 'kas', 'kartu', 'stok', 'mohon', 'bantuannya', 'min', 'cara', 'kami', 'bisa', 'menanggapi', 'dftar', 'temuan', 'tim', 'pemeriksaan', 'trsbut', 'agar', 'bisa', 'diterima', 'oleh', 'tim', 'pemeriksaan', 'mkish', 'min']",-173,negative,"['min', 'izin', 'tnya', 'kmi', 'proses', 'pmriksaan', 'salah', 'stu', 'transaksi', 'bank', 'kesalahan', 'penulisan', 'keterangan', 'tim', 'pemeriksaan', 'mengakui', 'sbgai', 'peneriman', 'dana', 'msuk', 'setor', 'tunai', 'dri', 'pemegang', 'sham', 'hutang', 'pemgang', 'saham', 'mmilki', 'dmpak', 'nya', 'indikasi', 'pnjualan', 'tdk', 'dilaporkan', 'krn', 'kslahan', 'dlm', 'pnulisan', 'bank', 'bukti', 'valid', 'sdh', 'lampirkan', 'sbgai', 'contoh', 'lap', 'spt', 'ppn', 'lap', 'spt', 'bdan', 'arus', 'peneriman', 'piutang', 'lap', 'arus', 'setara', 'kas', 'kartu', 'stok', 'mohon', 'bantuannya', 'min', 'menanggapi', 'dftar', 'temuan', 'tim', 'pemeriksaan', 'trsbut', 'diterima', 'tim', 'pemeriksaan', 'mkish', 'min']",min izin tnya kmi proses pmriksaan salah stu transaksi bank kesalahan penulisan keterangan tim pemeriksaan mengakui sbgai peneriman dana msuk setor tunai dri pemegang sham hutang pemgang saham mmilki dmpak nya indikasi pnjualan tdk dilaporkan krn kslahan dlm pnulisan bank bukti valid sdh lampirkan sbgai contoh lap spt ppn lap spt bdan arus peneriman piutang lap arus setara kas kartu stok mohon bantuannya min menanggapi dftar temuan tim pemeriksaan trsbut diterima tim pemeriksaan mkish min,Topik 3 - Lapor Pajak/SPT
Faktur pajak pelunasan apakah ada yg sudah bisa ?,instagram,faktur pajak pelunasan apakah ada yg sudah bisa,"['faktur', 'pajak', 'pelunasan', 'apakah', 'ada', 'yang', 'sudah', 'bisa']",-35,negative,"['faktur', 'pajak', 'pelunasan']",faktur pajak pelunasan,Topik 3 - Lapor Pajak/SPT
"Min benerin duluu bukpotnya..gak efisien sekali aplikasinya, susah buat ngecek mana yang benar geser geser ke samping terus, kadang eror juga. Tolonglah min udh berapa bulan ini kerjaan jdi numpukk ya kalo yang dilapor puluhan ini ribuan buat pph 21nya, kalo di terbitkan per 100 gitu udh langsung eror, log out. Belum lagi NIK bener NITKU salah cek lagi satu satu.",instagram,min benerin duluu bukpotnyagak efisien sekali aplikasinya susah buat ngecek mana yang benar geser geser ke samping terus kadang eror juga tolonglah min udh berapa bulan ini kerjaan jdi numpukk ya kalo yang dilapor puluhan ini ribuan buat pph nya kalo di terbitkan per  gitu udh langsung eror log out belum lagi nik bener nitku salah cek lagi satu satu,"['min', 'benerin', 'dulu', 'bukpotnyagak', 'efisien', 'sekali', 'aplikasinya', 'susah', 'buat', 'mengecek', 'mana', 'yang', 'benar', 'geser', 'geser', 'ke', 'samping', 'terus', 'kadang', 'eror', 'juga', 'tolonglah', 'min', 'sudah', 'berapa', 'bulan', 'ini', 'pekerjaan', 'jadi', 'numpukk', 'ya', 'kalau', 'yang', 'dilapor', 'puluhan', 'ini', 'ribuan', 'buat', 'pph', '21nya', 'kalau', 'di', 'terbitkan', 'per', '100', 'begitu', 'sudah', 'langsung', 'eror', 'log', 'out', 'belum', 'lagi', 'nik', 'benar', 'nitku', 'salah', 'cek', 'lagi', 'satu', 'satu']",-148,negative,"['min', 'benerin', 'duluu', 'bukpotnyagak', 'efisien', 'aplikasinya', 'susah', 'ngecek', 'geser', 'geser', 'samping', 'kadang', 'eror', 'tolonglah', 'min', 'udh', 'kerjaan', 'jdi', 'numpukk', 'kalo', 'dilapor', 'puluhan', 'ribuan', 'pph', 'nya', 'kalo', 'terbitkan', 'gitu', 'udh', 'langsung', 'eror', 'log', 'out', 'nik', 'bener', 'nitku', 'salah', 'cek']",min benerin duluu bukpotnyagak efisien aplikasinya susah ngecek geser geser samping kadang eror tolonglah min udh kerjaan jdi numpukk kalo dilapor puluhan ribuan pph nya kalo terbitkan gitu udh langsung eror log out nik bener nitku salah cek,Topik 3 - Lapor Pajak/SPT
"Benahin coretax, impor pph 21 ajah gabisa2.. dari awal tahun gak ada rubahnya",instagram,benahin coretax impor pph  ajah gabisa dari awal tahun gak ada rubahnya,"['membenahi', 'coretax', 'impor', 'pph', '21', 'saja', 'gabisa2', 'dari', 'awal', 'tahun', 'tidak', 'ada', 'rubahnya']",-20,negative,"['benahin', 'coretax', 'impor', 'pph', 'ajah', 'gabisa', 'gak', 'rubahnya']",benahin coretax impor pph ajah gabisa gak rubahnya,Topik 3 - Lapor Pajak/SPT
ANDAI CORETAX BISA UNDUH LEBIH MUDAH PPH UNFIKASI NYA. KEK MENU DJP. KGA BLIBET CAMPUR ADUK AMA YG LAEN KEK PECEL LELE,instagram,andai coretax bisa unduh lebih mudah pph unfikasi nya kek menu djp kga blibet campur aduk ama yg laen kek pecel lele,"['andai', 'coretax', 'bisa', 'unduh', 'lebih', 'mudah', 'pph', 'unfikasi', 'ya', 'kayak', 'menu', 'djp', 'kga', 'blibet', 'campur', 'aduk', 'sama', 'yang', 'lain', 'kayak', 'pecel', 'lele']",-38,negative,"['andai', 'coretax', 'unduh', 'mudah', 'pph', 'unfikasi', 'nya', 'kek', 'menu', 'djp', 'kga', 'blibet', 'campur', 'aduk', 'ama', 'laen', 'kek', 'pecel', 'lele']",andai coretax unduh mudah pph unfikasi nya kek menu djp kga blibet campur aduk ama laen kek pecel lele,Topik 3 - Lapor Pajak/SPT
"Aku sudah bayar deposit untuk ppn tgl 30 kemaren, sekarang mau lapor eh ga ada depositnya",instagram,aku sudah bayar deposit untuk ppn tgl  kemaren sekarang mau lapor eh ga ada depositnya,"['aku', 'sudah', 'bayar', 'deposit', 'untuk', 'ppn', 'tanggal', '30', 'kemarin', 'sekarang', 'mau', 'lapor', 'eh', 'tidak', 'ada', 'depositnya']",-21,negative,"['bayar', 'deposit', 'ppn', 'tgl', 'kemaren', 'lapor', 'depositnya']",bayar deposit ppn tgl kemaren lapor depositnya,Topik 3 - Lapor Pajak/SPT
"Pak, ini riwayat faktur kok ilang semua ya. Mana fitur simpan konsep gabisa dipake, alias tetep ilang juga. Loading setengah abad",instagram,pak ini riwayat faktur kok ilang semua ya mana fitur simpan konsep gabisa dipake alias tetep ilang juga loading setengah abad,"['pak', 'ini', 'riwayat', 'faktur', 'kok', 'hilang', 'semua', 'ya', 'mana', 'fitur', 'simpan', 'konsep', 'tidak bisa', 'dipakai', 'alias', 'tetap', 'hilang', 'juga', 'loading', 'setengah', 'abad']",-50,negative,"['riwayat', 'faktur', 'ilang', 'fitur', 'simpan', 'konsep', 'gabisa', 'dipake', 'alias', 'tetep', 'ilang', 'loading', 'abad']",riwayat faktur ilang fitur simpan konsep gabisa dipake alias tetep ilang loading abad,Topik 3 - Lapor Pajak/SPT
fakturnya hilang woii yg bener aja dah gimana ini,instagram,fakturnya hilang woii yg bener aja dah gimana ini,"['fakturnya', 'hilang', 'woii', 'yang', 'benar', 'saja', 'sudah', 'bagaimana', 'ini']",-39,negative,"['fakturnya', 'hilang', 'woii', 'bener', 'aja', 'dah', 'gimana']",fakturnya hilang woii bener aja dah gimana,Topik 3 - Lapor Pajak/SPT
"tolong pak ini ratusan faktur blm bs input grgr sistem ga jelas kyk gini loh, ga kasian sm kita sbg finance kah??",instagram,tolong pak ini ratusan faktur blm bs input grgr sistem ga jelas kyk gini loh ga kasian sm kita sbg finance kah,"['tolong', 'pak', 'ini', 'ratusan', 'faktur', 'belum', 'bisa', 'input', 'gara-gara', 'sistem', 'tidak', 'jelas', 'kayak', 'begini', 'loh', 'tidak', 'kasihan', 'sama', 'kita', 'sebagai', 'finance', 'kah']",-86,negative,"['tolong', 'ratusan', 'faktur', 'blm', 'input', 'grgr', 'sistem', 'kyk', 'gini', 'loh', 'kasian', 'sbg', 'finance', 'kah']",tolong ratusan faktur blm input grgr sistem kyk gini loh kasian sbg finance kah,Topik 3 - Lapor Pajak/SPT
Bikin kodebilling pph 21 gimana ya di coretax?,instagram,bikin kodebilling pph  gimana ya di coretax,"['bikin', 'kodebilling', 'pph', '21', 'bagaimana', 'ya', 'di', 'coretax']",-27,negative,"['bikin', 'kodebilling', 'pph', 'gimana', 'coretax']",bikin kodebilling pph gimana coretax,Topik 3 - Lapor Pajak/SPT
"Bapak/Ibu Admin IG Ditjen Pajak, saya mau Lapor SPT PPh Ps. 21 Masa Pajak 01/2025, sudah sampai Tahap Draft SPT, tapi tidak muncul Tombol Bayar dan Lapor, hanya ada Simpan Konsep saja. Apakah ada solusinya?",instagram,bapakibu admin ig ditjen pajak saya mau lapor spt pph ps  masa pajak  sudah sampai tahap draft spt tapi tidak muncul tombol bayar dan lapor hanya ada simpan konsep saja apakah ada solusinya,"['bapakibu', 'admin', 'ig', 'ditjen', 'pajak', 'saya', 'mau', 'lapor', 'seperti', 'pph', 'pas', '21', 'masa', 'pajak', '012025', 'sudah', 'sampai', 'tahap', 'draft', 'seperti', 'tapi', 'tidak', 'muncul', 'tombol', 'bayar', 'dan', 'lapor', 'hanya', 'ada', 'simpan', 'konsep', 'saja', 'apakah', 'ada', 'solusinya']",-52,negative,"['bapakibu', 'admin', 'ditjen', 'pajak', 'lapor', 'spt', 'pph', 'pajak', 'tahap', 'draft', 'spt', 'muncul', 'tombol', 'bayar', 'lapor', 'simpan', 'konsep', 'solusinya']",bapakibu admin ditjen pajak lapor spt pph pajak tahap draft spt muncul tombol bayar lapor simpan konsep solusinya,Topik 3 - Lapor Pajak/SPT
"Bercanda nih coretax, udah berhasil bikin SPT PPh 21 cuma kagak muncul kode billing nya,, cuma bisa simpan konsep,,kocakkkk bangett aplikasinyyaaaaa...gimanaaaa harusss",instagram,bercanda nih coretax udah berhasil bikin spt pph  cuma kagak muncul kode billing nya cuma bisa simpan konsepkocakkkk bangett aplikasinyyaaaaagimanaaaa harusss,"['bercanda', 'nih', 'coretax', 'sudah', 'berhasil', 'bikin', 'seperti', 'pph', '21', 'cuma', 'kagak', 'muncul', 'kode', 'billing', 'ya', 'cuma', 'bisa', 'simpan', 'konsepkocakkkk', 'banget', 'aplikasinyyaaaaagimanaaaa', 'harusss']",-65,negative,"['bercanda', 'nih', 'coretax', 'udah', 'berhasil', 'bikin', 'spt', 'pph', 'kagak', 'muncul', 'kode', 'billing', 'nya', 'simpan', 'konsepkocakkkk', 'bangett', 'aplikasinyyaaaaagimanaaaa', 'harusss']",bercanda nih coretax udah berhasil bikin spt pph kagak muncul kode billing nya simpan konsepkocakkkk bangett aplikasinyyaaaaagimanaaaa harusss,Topik 3 - Lapor Pajak/SPT
"Bukti potong pph 21 bentuk pdfnya seperti apa ya min? Aku sudah lapor dan berhasil,,. Tapi yang bisa di download induknya aja tidak ada formulir 1721 nya,.. benar kah min?",instagram,bukti potong pph  bentuk pdfnya seperti apa ya min aku sudah lapor dan berhasil tapi yang bisa di download induknya aja tidak ada formulir  nya benar kah min,"['bukti', 'potong', 'pph', '21', 'bentuk', 'pdfnya', 'seperti', 'apa', 'ya', 'min', 'aku', 'sudah', 'lapor', 'dan', 'berhasil', 'tapi', 'yang', 'bisa', 'di', 'download', 'induknya', 'saja', 'tidak', 'ada', 'formulir', '1721', 'ya', 'benar', 'kah', 'min']",-77,negative,"['bukti', 'potong', 'pph', 'bentuk', 'pdfnya', 'min', 'lapor', 'berhasil', 'download', 'induknya', 'aja', 'formulir', 'nya', 'kah', 'min']",bukti potong pph bentuk pdfnya min lapor berhasil download induknya aja formulir nya kah min,Topik 3 - Lapor Pajak/SPT
PROGRAM PPH21 PEGAWAI TETAP BARU SAMPE SIMPAN KONSEP GA BISA KAYA PPH UNIFIKASI LAPOR DAN BAYAR ...DATELINE TGL 15 SEKARANG SUDAH TGL 8 COBA BAYANGIN PENDINGAN KERJA KAMI,instagram,program pph pegawai tetap baru sampe simpan konsep ga bisa kaya pph unifikasi lapor dan bayar dateline tgl  sekarang sudah tgl  coba bayangin pendingan kerja kami,"['program', 'pph21', 'pegawai', 'tetap', 'baru', 'sampai', 'simpan', 'konsep', 'tidak', 'bisa', 'kayak', 'pph', 'unifikasi', 'lapor', 'dan', 'bayar', 'dateline', 'tanggal', '15', 'sekarang', 'sudah', 'tanggal', '8', 'coba', 'bayangkan', 'pendingan', 'kerja', 'kami']",-32,negative,"['program', 'pph', 'pegawai', 'sampe', 'simpan', 'konsep', 'kaya', 'pph', 'unifikasi', 'lapor', 'bayar', 'dateline', 'tgl', 'tgl', 'coba', 'bayangin', 'pendingan', 'kerja']",program pph pegawai sampe simpan konsep kaya pph unifikasi lapor bayar dateline tgl tgl coba bayangin pendingan kerja,Topik 3 - Lapor Pajak/SPT
"Ini baru soal FP. Tungguin nanti prosea bupot PPh 21. Nik tidak valid, data dukcapil tidak valid. Harus aktivasi nik staf 1 1. Jangan gila gila ya.",instagram,ini baru soal fp tungguin nanti prosea bupot pph  nik tidak valid data dukcapil tidak valid harus aktivasi nik staf   jangan gila gila ya,"['ini', 'baru', 'soal', 'fp', 'tungguin', 'nanti', 'prosea', 'bupot', 'pph', '21', 'nik', 'tidak', 'valid', 'data', 'dukcapil', 'tidak', 'valid', 'harus', 'aktivasi', 'nik', 'staf', '1', '1', 'jangan', 'gila', 'gila', 'ya']",-58,negative,"['tungguin', 'prosea', 'bupot', 'pph', 'nik', 'valid', 'data', 'dukcapil', 'valid', 'aktivasi', 'nik', 'staf', 'gila', 'gila']",tungguin prosea bupot pph nik valid data dukcapil valid aktivasi nik staf gila gila,Topik 3 - Lapor Pajak/SPT
"Ini gimana web nya ya, muter” terus input 1 faktur aja butuh waktu berapa jam",instagram,ini gimana web nya ya muter terus input  faktur aja butuh waktu berapa jam,"['ini', 'bagaimana', 'web', 'ya', 'ya', 'muter', 'terus', 'input', '1', 'faktur', 'saja', 'butuh', 'waktu', 'berapa', 'jam']",-44,negative,"['gimana', 'web', 'nya', 'muter', 'input', 'faktur', 'aja', 'butuh', 'jam']",gimana web nya muter input faktur aja butuh jam,Topik 3 - Lapor Pajak/SPT
"Proyek 1,3T begini nih? ini web belum 1 bulan berjalan udah ga kuat nampung data, buka aja lama banget, mau buat faktur manual muter2, mau import xml validating data lama bgt, mau upload ""terjadi kesalahan"" terus. keren emang gak punya malunyaaa",instagram,proyek t begini nih ini web belum  bulan berjalan udah ga kuat nampung data buka aja lama banget mau buat faktur manual muter mau import xml validating data lama bgt mau upload terjadi kesalahan terus keren emang gak punya malunyaaa,"['proyek', '13t', 'begini', 'nih', 'ini', 'web', 'belum', '1', 'bulan', 'berjalan', 'sudah', 'tidak', 'kuat', 'nampung', 'data', 'buka', 'saja', 'lama', 'banget', 'mau', 'buat', 'faktur', 'manual', 'muter2', 'mau', 'import', 'xml', 'validating', 'data', 'lama', 'banget', 'mau', 'upload', 'terjadi', 'kesalahan', 'terus', 'keren', 'memang', 'tidak', 'punya', 'malunyaaa']",-106,negative,"['proyek', 'nih', 'web', 'berjalan', 'udah', 'kuat', 'nampung', 'data', 'buka', 'aja', 'banget', 'faktur', 'manual', 'muter', 'import', 'xml', 'validating', 'data', 'bgt', 'upload', 'kesalahan', 'keren', 'emang', 'gak', 'malunyaaa']",proyek nih web berjalan udah kuat nampung data buka aja banget faktur manual muter import xml validating data bgt upload kesalahan keren emang gak malunyaaa,Topik 3 - Lapor Pajak/SPT
