content,source,cleaned,t,sentiment_score,sentiment,tokens,joined,topik
Lebih memudahkan kami untuk membayar pajak,playstore,lebih memudahkan kami untuk membayar pajak,"['lebih', 'memudahkan', 'kami', 'untuk', 'membayar', 'pajak']",-12,negative,"['memudahkan', 'membayar', 'pajak']",memudahkan membayar pajak,Topik 5 - Pembayaran/Kantor Pajak
GUA GA IKHLAS DUIT GUE DIRAMPOK NEGARA,instagram,gua ga ikhlas duit gue dirampok negara,"['gua', 'tidak', 'ikhlas', 'duit', 'gue', 'dirampok', 'negara']",-8,negative,"['gua', 'ikhlas', 'duit', 'gue', 'dirampok', 'negara']",gua ikhlas duit gue dirampok negara,Topik 5 - Pembayaran/Kantor Pajak
@dickyiq @rosdianapopy @tegar_eot @dennyzeelho gess gimana rasanya patungan buat bayar thr dan bonus pejabat pajak,instagram,dickyiq rosdianapopy tegareot dennyzeelho gess gimana rasanya patungan buat bayar thr dan bonus pejabat pajak,"['dickyiq', 'rosdianapopy', 'tegareot', 'dennyzeelho', 'gess', 'bagaimana', 'rasanya', 'patungan', 'buat', 'bayar', 'thr', 'dan', 'bonus', 'pejabat', 'pajak']",-17,negative,"['dickyiq', 'rosdianapopy', 'tegareot', 'dennyzeelho', 'gess', 'gimana', 'patungan', 'bayar', 'thr', 'bonus', 'pejabat', 'pajak']",dickyiq rosdianapopy tegareot dennyzeelho gess gimana patungan bayar thr bonus pejabat pajak,Topik 5 - Pembayaran/Kantor Pajak
Kenapa giliran rakyat comment Admin @ditjenpajakri DIEM ??? SPEAK UP DONG !!!,instagram,kenapa giliran rakyat comment admin ditjenpajakri diem  speak up dong,"['kenapa', 'giliran', 'rakyat', 'comment', 'admin', 'ditjenpajakri', 'diam', 'speak', 'up', 'dong']",-9,negative,"['giliran', 'rakyat', 'comment', 'admin', 'ditjenpajakri', 'diem', 'speak']",giliran rakyat comment admin ditjenpajakri diem speak,Topik 5 - Pembayaran/Kantor Pajak
"Demi Alloh akan kuadukan pada Alloh. Hasil kerja kerasku, keringatku, waktuku, kesehatanku. Matian melayani. Uang terkumpul. Kalian ambil pajak besar. Aku bukan pengusaha. Aku kerja pagi sampai malam pakai badan. Aku akan adukan pada Alloh. Apalagi sekarang berita berita tidak amanahnya pemerintah dan para pejabat negara. Demi Alloh akan kuadukan sama Alloh sakit dan kecewaku.",instagram,demi alloh akan kuadukan pada alloh hasil kerja kerasku keringatku waktuku kesehatanku matian melayani uang terkumpul kalian ambil pajak besar aku bukan pengusaha aku kerja pagi sampai malam pakai badan aku akan adukan pada alloh apalagi sekarang berita berita tidak amanahnya pemerintah dan para pejabat negara demi alloh akan kuadukan sama alloh sakit dan kecewaku,"['demi', 'allah', 'akan', 'kuadukan', 'pada', 'allah', 'hasil', 'kerja', 'kerasku', 'keringatku', 'waktuku', 'kesehatanku', 'matian', 'melayani', 'uang', 'terkumpul', 'kalian', 'ambil', 'pajak', 'besar', 'aku', 'bukan', 'pengusaha', 'aku', 'kerja', 'pagi', 'sampai', 'malam', 'pakai', 'badan', 'aku', 'akan', 'adukan', 'pada', 'allah', 'apalagi', 'sekarang', 'berita', 'berita', 'tidak', 'amanahnya', 'pemerintah', 'dan', 'para', 'pejabat', 'negara', 'demi', 'allah', 'akan', 'kuadukan', 'sama', 'allah', 'sakit', 'dan', 'kecewaku']",-44,negative,"['alloh', 'kuadukan', 'alloh', 'hasil', 'kerja', 'kerasku', 'keringatku', 'waktuku', 'kesehatanku', 'matian', 'melayani', 'uang', 'terkumpul', 'ambil', 'pajak', 'pengusaha', 'kerja', 'pagi', 'malam', 'pakai', 'badan', 'adukan', 'alloh', 'berita', 'berita', 'amanahnya', 'pemerintah', 'pejabat', 'negara', 'alloh', 'kuadukan', 'alloh', 'sakit', 'kecewaku']",alloh kuadukan alloh hasil kerja kerasku keringatku waktuku kesehatanku matian melayani uang terkumpul ambil pajak pengusaha kerja pagi malam pakai badan adukan alloh berita berita amanahnya pemerintah pejabat negara alloh kuadukan alloh sakit kecewaku,Topik 5 - Pembayaran/Kantor Pajak
"Min kenapa pekerja yang gajinya dibawah 4,5 juta dikenakan pajak negara juga? Sedangkan peraturan terbaru jika seseorang tersebut bisa dikenakan pajak ketika berpenghasilan 4,5juta/bulan keatas. bisa jelaskan? banyak kasusnya yang seperti itu. apa ga kasian rakyat selalu diperas oleh negara?",instagram,min kenapa pekerja yang gajinya dibawah  juta dikenakan pajak negara juga sedangkan peraturan terbaru jika seseorang tersebut bisa dikenakan pajak ketika berpenghasilan jutabulan keatas bisa jelaskan banyak kasusnya yang seperti itu apa ga kasian rakyat selalu diperas oleh negara,"['min', 'kenapa', 'pekerja', 'yang', 'gajinya', 'dibawah', '45', 'juta', 'dikenakan', 'pajak', 'negara', 'juga', 'sedangkan', 'peraturan', 'terbaru', 'jika', 'seseorang', 'tersebut', 'bisa', 'dikenakan', 'pajak', 'ketika', 'berpenghasilan', '45jutabulan', 'keatas', 'bisa', 'jelaskan', 'banyak', 'kasusnya', 'yang', 'seperti', 'itu', 'apa', 'tidak', 'kasihan', 'rakyat', 'selalu', 'diperas', 'oleh', 'negara']",-64,negative,"['min', 'pekerja', 'gajinya', 'dibawah', 'juta', 'dikenakan', 'pajak', 'negara', 'peraturan', 'terbaru', 'dikenakan', 'pajak', 'berpenghasilan', 'jutabulan', 'keatas', 'kasusnya', 'kasian', 'rakyat', 'diperas', 'negara']",min pekerja gajinya dibawah juta dikenakan pajak negara peraturan terbaru dikenakan pajak berpenghasilan jutabulan keatas kasusnya kasian rakyat diperas negara,Topik 5 - Pembayaran/Kantor Pajak
"Mau nanya, saya cari kerja sendiri ga dibantu negara tapi kenapa negara minta pajak nya pas udh kerja",instagram,mau nanya saya cari kerja sendiri ga dibantu negara tapi kenapa negara minta pajak nya pas udh kerja,"['mau', 'bertanya', 'saya', 'cari', 'kerja', 'sendiri', 'tidak', 'dibantu', 'negara', 'tapi', 'kenapa', 'negara', 'meminta', 'pajak', 'ya', 'pas', 'sudah', 'kerja']",-52,negative,"['nanya', 'cari', 'kerja', 'dibantu', 'negara', 'negara', 'pajak', 'nya', 'pas', 'udh', 'kerja']",nanya cari kerja dibantu negara negara pajak nya pas udh kerja,Topik 5 - Pembayaran/Kantor Pajak
Eh pak... Gak becus ya jaga data rakyat ? Masa saya sampe di chat spam wa sama nomer gak di kenal. Ngaku² dari djp nyuruh bayar pajak,instagram,eh pak gak becus ya jaga data rakyat  masa saya sampe di chat spam wa sama nomer gak di kenal ngaku dari djp nyuruh bayar pajak,"['eh', 'pak', 'tidak', 'becus', 'ya', 'jaga', 'data', 'rakyat', 'masa', 'saya', 'sampai', 'di', 'chat', 'spam', 'wa', 'sama', 'nomer', 'tidak', 'di', 'kenal', 'mengaku', 'dari', 'djp', 'nyuruh', 'bayar', 'pajak']",-91,negative,"['gak', 'becus', 'jaga', 'data', 'rakyat', 'sampe', 'chat', 'spam', 'nomer', 'gak', 'kenal', 'ngaku', 'djp', 'nyuruh', 'bayar', 'pajak']",gak becus jaga data rakyat sampe chat spam nomer gak kenal ngaku djp nyuruh bayar pajak,Topik 5 - Pembayaran/Kantor Pajak
"JANGAN LUPA BAYAR PAJAK YA,AGAR BISA BIKIN PROYEK TRILIUNAN AGAR BISA DI KORUPSI LAGI",instagram,jangan lupa bayar pajak yaagar bisa bikin proyek triliunan agar bisa di korupsi lagi,"['jangan', 'lupa', 'bayar', 'pajak', 'yaagar', 'bisa', 'bikin', 'proyek', 'triliunan', 'agar', 'bisa', 'di', 'korupsi', 'lagi']",-70,negative,"['lupa', 'bayar', 'pajak', 'yaagar', 'bikin', 'proyek', 'triliunan', 'korupsi']",lupa bayar pajak yaagar bikin proyek triliunan korupsi,Topik 5 - Pembayaran/Kantor Pajak
Lebih banyak dari setoran normal atau dari sp2dk dan pemeriksaan?,instagram,lebih banyak dari setoran normal atau dari spdk dan pemeriksaan,"['lebih', 'banyak', 'dari', 'setoran', 'normal', 'atau', 'dari', 'sp2dk', 'dan', 'pemeriksaan']",-13,negative,"['setoran', 'normal', 'spdk', 'pemeriksaan']",setoran normal spdk pemeriksaan,Topik 5 - Pembayaran/Kantor Pajak
pak coretax pak saya mau bayar pajak susah,instagram,pak coretax pak saya mau bayar pajak susah,"['pak', 'coretax', 'pak', 'saya', 'mau', 'bayar', 'pajak', 'susah']",-25,negative,"['coretax', 'bayar', 'pajak', 'susah']",coretax bayar pajak susah,Topik 5 - Pembayaran/Kantor Pajak
"Sudah bayar tp ga ke konfirm, gmna ini?",instagram,sudah bayar tp ga ke konfirm gmna ini,"['sudah', 'bayar', 'tapi', 'tidak', 'ke', 'konfirm', 'bagaimana', 'ini']",-39,negative,"['bayar', 'konfirm', 'gmna']",bayar konfirm gmna,Topik 5 - Pembayaran/Kantor Pajak
Kita yg bayar seakan akan mau ngemis minta minta …giliran udah bayar dikorupsi masal sama pegawainya bukan disini tapi di negara lain … Disini mahhh pegawainyaa baik baik smeuaaa gak ada yg korupsi,instagram,kita yg bayar seakan akan mau ngemis minta minta giliran udah bayar dikorupsi masal sama pegawainya bukan disini tapi di negara lain  disini mahhh pegawainyaa baik baik smeuaaa gak ada yg korupsi,"['kita', 'yang', 'bayar', 'seakan', 'akan', 'mau', 'ngemis', 'meminta', 'meminta', 'giliran', 'sudah', 'bayar', 'dikorupsi', 'masal', 'sama', 'pegawainya', 'bukan', 'disini', 'tapi', 'di', 'negara', 'lain', 'disini', 'mahhh', 'pegawainyaa', 'baik', 'baik', 'smeuaaa', 'tidak', 'ada', 'yang', 'korupsi']",-82,negative,"['bayar', 'seakan', 'ngemis', 'giliran', 'udah', 'bayar', 'dikorupsi', 'masal', 'pegawainya', 'negara', 'mahhh', 'pegawainyaa', 'smeuaaa', 'gak', 'korupsi']",bayar seakan ngemis giliran udah bayar dikorupsi masal pegawainya negara mahhh pegawainyaa smeuaaa gak korupsi,Topik 5 - Pembayaran/Kantor Pajak
"saya beli sepatu di WEB resmi Nike.. itu itungan pajaknya gmn yaa? hampir 50% dikenakan pajaknya.. trus ketika saya beli di Taiwan pajaknya 80ribu Rupiah dari harga sepatu yg sekitar 2jt Rupiah.. ini Negara kita Indonesia bukannya lebih kaya dari Taiwan, tp knp malah lebih besar yaa penetapan pajaknya? boleh dibantu penjelasannya Bapak & Ibu Dirjen Bea Cukai yg terhormat.. Direktorat Jenderal Bea dan Cukai",instagram,saya beli sepatu di web resmi nike itu itungan pajaknya gmn yaa hampir  dikenakan pajaknya trus ketika saya beli di taiwan pajaknya ribu rupiah dari harga sepatu yg sekitar jt rupiah ini negara kita indonesia bukannya lebih kaya dari taiwan tp knp malah lebih besar yaa penetapan pajaknya boleh dibantu penjelasannya bapak  ibu dirjen bea cukai yg terhormat direktorat jenderal bea dan cukai,"['saya', 'beli', 'sepatu', 'di', 'web', 'resmi', 'nike', 'itu', 'hitungan', 'pajaknya', 'bagaimana', 'ya', 'hampir', '50', 'dikenakan', 'pajaknya', 'terus', 'ketika', 'saya', 'beli', 'di', 'taiwan', 'pajaknya', '80ribu', 'rupiah', 'dari', 'harga', 'sepatu', 'yang', 'sekitar', '2jt', 'rupiah', 'ini', 'negara', 'kita', 'indonesia', 'bukannya', 'lebih', 'kayak', 'dari', 'taiwan', 'tapi', 'kenapa', 'malah', 'lebih', 'besar', 'ya', 'penetapan', 'pajaknya', 'boleh', 'dibantu', 'penjelasannya', 'bapak', 'ibu', 'dirjen', 'bea', 'cukai', 'yang', 'terhormat', 'direktorat', 'jenderal', 'bea', 'dan', 'cukai']",-102,negative,"['beli', 'sepatu', 'web', 'resmi', 'nike', 'itungan', 'pajaknya', 'gmn', 'yaa', 'dikenakan', 'pajaknya', 'trus', 'beli', 'taiwan', 'pajaknya', 'ribu', 'rupiah', 'harga', 'sepatu', 'rupiah', 'negara', 'indonesia', 'kaya', 'taiwan', 'knp', 'yaa', 'penetapan', 'pajaknya', 'dibantu', 'penjelasannya', 'dirjen', 'bea', 'cukai', 'terhormat', 'direktorat', 'jenderal', 'bea', 'cukai']",beli sepatu web resmi nike itungan pajaknya gmn yaa dikenakan pajaknya trus beli taiwan pajaknya ribu rupiah harga sepatu rupiah negara indonesia kaya taiwan knp yaa penetapan pajaknya dibantu penjelasannya dirjen bea cukai terhormat direktorat jenderal bea cukai,Topik 5 - Pembayaran/Kantor Pajak
"Min, besok kantor pajak buka gak?",instagram,min besok kantor pajak buka gak,"['min', 'besok', 'kantor', 'pajak', 'buka', 'tidak']",-21,negative,"['min', 'besok', 'kantor', 'pajak', 'buka', 'gak']",min besok kantor pajak buka gak,Topik 5 - Pembayaran/Kantor Pajak
Duit gue buat bayar pajak aja udah ga ikhlas trus ini di naikin lagi pajaknya. Makin makin makin makin ga ikhlas aja sih buat bayar pajak.,instagram,duit gue buat bayar pajak aja udah ga ikhlas trus ini di naikin lagi pajaknya makin makin makin makin ga ikhlas aja sih buat bayar pajak,"['duit', 'gue', 'buat', 'bayar', 'pajak', 'saja', 'sudah', 'tidak', 'ikhlas', 'terus', 'ini', 'di', 'naikin', 'lagi', 'pajaknya', 'makin', 'makin', 'makin', 'makin', 'tidak', 'ikhlas', 'saja', 'sih', 'buat', 'bayar', 'pajak']",-69,negative,"['duit', 'gue', 'bayar', 'pajak', 'aja', 'udah', 'ikhlas', 'trus', 'naikin', 'pajaknya', 'ikhlas', 'aja', 'sih', 'bayar', 'pajak']",duit gue bayar pajak aja udah ikhlas trus naikin pajaknya ikhlas aja sih bayar pajak,Topik 5 - Pembayaran/Kantor Pajak
Bayar pajak 12% buat dikasi ke rafael alun dkk..,instagram,bayar pajak  buat dikasi ke rafael alun dkk,"['bayar', 'pajak', '12', 'buat', 'dikasi', 'ke', 'rafael', 'alun', 'dkk']",-11,negative,"['bayar', 'pajak', 'dikasi', 'rafael', 'alun', 'dkk']",bayar pajak dikasi rafael alun dkk,Topik 5 - Pembayaran/Kantor Pajak
"Kenapa bayar pajak motor gak di permudah ..justru di buat ribet...istriq saya suruh payar pajak motor yg atas nama ku di kanto cabang pembantu ya gak bisa mereka minta kartu SIM,sedangkan saya kerja di luar Jawa..Klo g ada SIM istriq di suruh minta surat keterangan dari desa...woeee pemerintah ...Klo bikin peraturan yg ngotak...rakyat di suruh bayar pajak udah nurut,,tapi waktu mau bayar di bikin susah.",instagram,kenapa bayar pajak motor gak di permudah justru di buat ribetistriq saya suruh payar pajak motor yg atas nama ku di kanto cabang pembantu ya gak bisa mereka minta kartu simsedangkan saya kerja di luar jawaklo g ada sim istriq di suruh minta surat keterangan dari desawoeee pemerintah klo bikin peraturan yg ngotakrakyat di suruh bayar pajak udah nuruttapi waktu mau bayar di bikin susah,"['kenapa', 'bayar', 'pajak', 'motor', 'tidak', 'di', 'permudah', 'justru', 'di', 'buat', 'ribetistriq', 'saya', 'suruh', 'payar', 'pajak', 'motor', 'yang', 'atas', 'nama', 'ku', 'di', 'kanto', 'cabang', 'pembantu', 'ya', 'tidak', 'bisa', 'mereka', 'meminta', 'kartu', 'simsedangkan', 'saya', 'kerja', 'di', 'luar', 'jawaklo', 'tidak', 'ada', 'sim', 'istriq', 'di', 'suruh', 'meminta', 'surat', 'keterangan', 'dari', 'desawoeee', 'pemerintah', 'kalau', 'bikin', 'peraturan', 'yang', 'ngotakrakyat', 'di', 'suruh', 'bayar', 'pajak', 'sudah', 'nuruttapi', 'waktu', 'mau', 'bayar', 'di', 'bikin', 'susah']",-209,negative,"['bayar', 'pajak', 'motor', 'gak', 'permudah', 'ribetistriq', 'suruh', 'payar', 'pajak', 'motor', 'nama', 'kanto', 'cabang', 'pembantu', 'gak', 'kartu', 'simsedangkan', 'kerja', 'jawaklo', 'sim', 'istriq', 'suruh', 'surat', 'keterangan', 'desawoeee', 'pemerintah', 'klo', 'bikin', 'peraturan', 'ngotakrakyat', 'suruh', 'bayar', 'pajak', 'udah', 'nuruttapi', 'bayar', 'bikin', 'susah']",bayar pajak motor gak permudah ribetistriq suruh payar pajak motor nama kanto cabang pembantu gak kartu simsedangkan kerja jawaklo sim istriq suruh surat keterangan desawoeee pemerintah klo bikin peraturan ngotakrakyat suruh bayar pajak udah nuruttapi bayar bikin susah,Topik 5 - Pembayaran/Kantor Pajak
Kurang2in nyiksa rakyatnya~,instagram,kurangin nyiksa rakyatnya,"['kurang2in', 'nyiksa', 'rakyatnya']",-4,negative,"['kurangin', 'nyiksa', 'rakyatnya']",kurangin nyiksa rakyatnya,Topik 5 - Pembayaran/Kantor Pajak
Semoga warganegara Indonesia makin sadar pajak. Aamiin!,instagram,semoga warganegara indonesia makin sadar pajak aamiin,"['semoga', 'warganegara', 'indonesia', 'makin', 'sadar', 'pajak', 'amin']",-11,negative,"['semoga', 'warganegara', 'indonesia', 'sadar', 'pajak', 'aamiin']",semoga warganegara indonesia sadar pajak aamiin,Topik 5 - Pembayaran/Kantor Pajak
"Pajak bonus itu besarannya 25%
Lo bayangin aja. Kerja keras, dapet hasilnya, eh dipotong seperempat.
Giliran kritik, ditanya, ""lo udah ngapain buay negara?"" PAJAK GW jangan buat ani ani peliharaan elu ya apalagi buat bancakan! Bikin jembata sekolah di Lebak sono lebih manfaat",instagram,"pajak bonus itu besarannya 
lo bayangin aja kerja keras dapet hasilnya eh dipotong seperempat
giliran kritik ditanya lo udah ngapain buay negara pajak gw jangan buat ani ani peliharaan elu ya apalagi buat bancakan bikin jembata sekolah di lebak sono lebih manfaat","['pajak', 'bonus', 'itu', 'besarannya', '25', 'lo', 'bayangkan', 'saja', 'kerja', 'keras', 'dapat', 'hasilnya', 'eh', 'dipotong', 'seperempat', 'giliran', 'kritik', 'ditanya', 'lo', 'sudah', 'mengapai', 'buay', 'negara', 'pajak', 'gue', 'jangan', 'buat', 'ani', 'ani', 'peliharaan', 'lu', 'ya', 'apalagi', 'buat', 'bancakan', 'bikin', 'jembata', 'sekolah', 'di', 'lebak', 'sono', 'lebih', 'manfaat']",-56,negative,"['pajak', 'bonus', 'besarannya', 'bayangin', 'aja', 'kerja', 'keras', 'dapet', 'hasilnya', 'dipotong', 'seperempat', 'giliran', 'kritik', 'udah', 'ngapain', 'buay', 'negara', 'pajak', 'ani', 'ani', 'peliharaan', 'elu', 'bancakan', 'bikin', 'jembata', 'sekolah', 'lebak', 'sono', 'manfaat']",pajak bonus besarannya bayangin aja kerja keras dapet hasilnya dipotong seperempat giliran kritik udah ngapain buay negara pajak ani ani peliharaan elu bancakan bikin jembata sekolah lebak sono manfaat,Topik 5 - Pembayaran/Kantor Pajak
INI SERIUS INSTANSI PEMERINTAH GA ADA YG BENER 1 PUN? NEGARA APA INI,instagram,ini serius instansi pemerintah ga ada yg bener  pun negara apa ini,"['ini', 'serius', 'instansi', 'pemerintah', 'tidak', 'ada', 'yang', 'benar', '1', 'pun', 'negara', 'apa', 'ini']",-58,negative,"['serius', 'instansi', 'pemerintah', 'bener', 'negara']",serius instansi pemerintah bener negara,Topik 5 - Pembayaran/Kantor Pajak
"Cuma di Indonesia mau bayar pajak tapi susahnya minta ampun
Buat aplikasi 1,3T tapi hasilnya begini ?",instagram,"cuma di indonesia mau bayar pajak tapi susahnya minta ampun
buat aplikasi t tapi hasilnya begini","['cuma', 'di', 'indonesia', 'mau', 'bayar', 'pajak', 'tapi', 'susahnya', 'meminta', 'ampun', 'buat', 'aplikasi', '13t', 'tapi', 'hasilnya', 'begini']",-65,negative,"['indonesia', 'bayar', 'pajak', 'susahnya', 'ampun', 'aplikasi', 'hasilnya']",indonesia bayar pajak susahnya ampun aplikasi hasilnya,Topik 5 - Pembayaran/Kantor Pajak
"Yth. Pak @dewanekonomi.id @luhut.pandjaitan bu @smindrawati Pak @prabowo @gibran_rakabuming @ditjenpajakri @dpr_ri seumur-umur sy bekerja baru kali ini dpt kesusahan dari implementasi sistem Coretax yang diluncurkan sejak awal tahun dan sampai hati ini setiap mau bekerja selalu berat sekali. Kenapa kok nyusahin rakyat dgn sistem yg jika mmg sdh dikembangkan ya dibenahi dulu baru dimulai.. Ini korbanin jutaan org, sampaiiii mau muncul kata MENYERAHHH dgn Coretax ini..",instagram,yth pak dewanekonomiid luhutpandjaitan bu smindrawati pak prabowo gibranrakabuming ditjenpajakri dprri seumurumur sy bekerja baru kali ini dpt kesusahan dari implementasi sistem coretax yang diluncurkan sejak awal tahun dan sampai hati ini setiap mau bekerja selalu berat sekali kenapa kok nyusahin rakyat dgn sistem yg jika mmg sdh dikembangkan ya dibenahi dulu baru dimulai ini korbanin jutaan org sampaiiii mau muncul kata menyerahhh dgn coretax ini,"['yth', 'pak', 'dewanekonomiid', 'luhutpandjaitan', 'bu', 'smindrawati', 'pak', 'prabowo', 'gibranrakabuming', 'ditjenpajakri', 'dprri', 'seumurumur', 'saya', 'bekerja', 'baru', 'kali', 'ini', 'dapat', 'kesusahan', 'dari', 'implementasi', 'sistem', 'coretax', 'yang', 'diluncurkan', 'sejak', 'awal', 'tahun', 'dan', 'sampai', 'hati', 'ini', 'setiap', 'mau', 'bekerja', 'selalu', 'berat', 'sekali', 'kenapa', 'kok', 'menyusahkan', 'rakyat', 'dengan', 'sistem', 'yang', 'jika', 'memang', 'sudah', 'dikembangkan', 'ya', 'dibenahi', 'dulu', 'baru', 'dimulai', 'ini', 'korbanin', 'jutaan', 'orang', 'sampaiiii', 'mau', 'muncul', 'kata', 'menyerahhh', 'dengan', 'coretax', 'ini']",-159,negative,"['yth', 'dewanekonomiid', 'luhutpandjaitan', 'smindrawati', 'prabowo', 'gibranrakabuming', 'ditjenpajakri', 'dprri', 'seumurumur', 'kali', 'dpt', 'kesusahan', 'implementasi', 'sistem', 'coretax', 'diluncurkan', 'hati', 'berat', 'nyusahin', 'rakyat', 'dgn', 'sistem', 'mmg', 'sdh', 'dikembangkan', 'dibenahi', 'korbanin', 'jutaan', 'org', 'sampaiiii', 'muncul', 'menyerahhh', 'dgn', 'coretax']",yth dewanekonomiid luhutpandjaitan smindrawati prabowo gibranrakabuming ditjenpajakri dprri seumurumur kali dpt kesusahan implementasi sistem coretax diluncurkan hati berat nyusahin rakyat dgn sistem mmg sdh dikembangkan dibenahi korbanin jutaan org sampaiiii muncul menyerahhh dgn coretax,Topik 5 - Pembayaran/Kantor Pajak
min tolong web DJP jangan eror dulu di tanggal terakhir setor gini,instagram,min tolong web djp jangan eror dulu di tanggal terakhir setor gini,"['min', 'tolong', 'web', 'djp', 'jangan', 'eror', 'dulu', 'di', 'tanggal', 'terakhir', 'setor', 'begini']",-36,negative,"['min', 'tolong', 'web', 'djp', 'eror', 'tanggal', 'setor', 'gini']",min tolong web djp eror tanggal setor gini,Topik 5 - Pembayaran/Kantor Pajak
"mohon maaf ya, pemerintah melalui ditjen pajak ini kan sebetulnya hanya 'mengemis' uang dari rakyat dan pelaku usaha ya, tapi paling tidak disiapkan dan dimudahkan lah sistemnya. Intinya buat kami yg nanti akan ngasih duit atau urus pelaku usaha ngasih duit ke pemerintah dibikin mudah dan nyaman",instagram,mohon maaf ya pemerintah melalui ditjen pajak ini kan sebetulnya hanya mengemis uang dari rakyat dan pelaku usaha ya tapi paling tidak disiapkan dan dimudahkan lah sistemnya intinya buat kami yg nanti akan ngasih duit atau urus pelaku usaha ngasih duit ke pemerintah dibikin mudah dan nyaman,"['mohon', 'maaf', 'ya', 'pemerintah', 'melalui', 'ditjen', 'pajak', 'ini', 'kan', 'sebetulnya', 'hanya', 'mengemis', 'uang', 'dari', 'rakyat', 'dan', 'pelaku', 'usaha', 'ya', 'tapi', 'paling', 'tidak', 'disiapkan', 'dan', 'dimudahkan', 'lah', 'sistemnya', 'intinya', 'buat', 'kami', 'yang', 'nanti', 'akan', 'mengasih', 'duit', 'atau', 'urus', 'pelaku', 'usaha', 'mengasih', 'duit', 'ke', 'pemerintah', 'dibikin', 'mudah', 'dan', 'nyaman']",-69,negative,"['mohon', 'maaf', 'pemerintah', 'ditjen', 'pajak', 'mengemis', 'uang', 'rakyat', 'pelaku', 'usaha', 'disiapkan', 'dimudahkan', 'sistemnya', 'intinya', 'ngasih', 'duit', 'urus', 'pelaku', 'usaha', 'ngasih', 'duit', 'pemerintah', 'dibikin', 'mudah', 'nyaman']",mohon maaf pemerintah ditjen pajak mengemis uang rakyat pelaku usaha disiapkan dimudahkan sistemnya intinya ngasih duit urus pelaku usaha ngasih duit pemerintah dibikin mudah nyaman,Topik 5 - Pembayaran/Kantor Pajak
"Nah kebetulan tadi sore baru dapat telpon begituan, untungnya kita selalu taat bayar Pajak",instagram,nah kebetulan tadi sore baru dapat telpon begituan untungnya kita selalu taat bayar pajak,"['nah', 'kebetulan', 'tadi', 'sore', 'baru', 'dapat', 'telpon', 'begituan', 'untungnya', 'kita', 'selalu', 'taat', 'bayar', 'pajak']",-15,negative,"['sore', 'telpon', 'begituan', 'untungnya', 'taat', 'bayar', 'pajak']",sore telpon begituan untungnya taat bayar pajak,Topik 5 - Pembayaran/Kantor Pajak
"Kalau udah bayar zakat tiap bulan via baznas, apakah masih harus bayar pajak?",instagram,kalau udah bayar zakat tiap bulan via baznas apakah masih harus bayar pajak,"['kalau', 'sudah', 'bayar', 'zakat', 'tiap', 'bulan', 'via', 'baznas', 'apakah', 'masih', 'harus', 'bayar', 'pajak']",-40,negative,"['udah', 'bayar', 'zakat', 'via', 'baznas', 'bayar', 'pajak']",udah bayar zakat via baznas bayar pajak,Topik 5 - Pembayaran/Kantor Pajak
hahahhaha jangan lupa juga minnn di posting dong uang pajak yg dipake buat bayarrr buzzerrrr,instagram,hahahhaha jangan lupa juga minnn di posting dong uang pajak yg dipake buat bayarrr buzzerrrr,"['hahahhaha', 'jangan', 'lupa', 'juga', 'minnn', 'di', 'posting', 'dong', 'uang', 'pajak', 'yang', 'dipakai', 'buat', 'bayarrr', 'buzzerrrr']",-25,negative,"['hahahhaha', 'lupa', 'minnn', 'posting', 'uang', 'pajak', 'dipake', 'bayarrr', 'buzzerrrr']",hahahhaha lupa minnn posting uang pajak dipake bayarrr buzzerrrr,Topik 5 - Pembayaran/Kantor Pajak
Yg 271 T ga ada ninu ninu dari kantor pajak kah?,instagram,yg  t ga ada ninu ninu dari kantor pajak kah,"['yang', '271', 't', 'tidak', 'ada', 'ninu', 'ninu', 'dari', 'kantor', 'pajak', 'kah']",-29,negative,"['ninu', 'ninu', 'kantor', 'pajak', 'kah']",ninu ninu kantor pajak kah,Topik 5 - Pembayaran/Kantor Pajak
Pajak mencekik rakyat . Semoga kalian yg dzolim dgn rakyat di siksa d akhirat,instagram,pajak mencekik rakyat  semoga kalian yg dzolim dgn rakyat di siksa d akhirat,"['pajak', 'mencekik', 'rakyat', 'semoga', 'kalian', 'yang', 'dzolim', 'dengan', 'rakyat', 'di', 'siksa', 'di', 'akhirat']",-50,negative,"['pajak', 'mencekik', 'rakyat', 'semoga', 'dzolim', 'dgn', 'rakyat', 'siksa', 'akhirat']",pajak mencekik rakyat semoga dzolim dgn rakyat siksa akhirat,Topik 5 - Pembayaran/Kantor Pajak
min mau buat billing gabisa katanya referensi setoran pajak tdk ditemukan. solusinnya gimana ya ??,instagram,min mau buat billing gabisa katanya referensi setoran pajak tdk ditemukan solusinnya gimana ya,"['min', 'mau', 'buat', 'billing', 'tidak bisa', 'katanya', 'referensi', 'setoran', 'pajak', 'tidak', 'ditemukan', 'solusinnya', 'bagaimana', 'ya']",-37,negative,"['min', 'billing', 'gabisa', 'referensi', 'setoran', 'pajak', 'tdk', 'ditemukan', 'solusinnya', 'gimana']",min billing gabisa referensi setoran pajak tdk ditemukan solusinnya gimana,Topik 5 - Pembayaran/Kantor Pajak
